,cmp,0,1,2,3,4,5,6
133,(주)트렌비,0.0,0.0,0.0,0.0,0.3065754771232605,0.0,0.6918306350708008
134,(주)메쎄이상,0.0,0.0,0.0,0.0,0.0,0.0,0.9993532299995422
135,한국콘텐츠진흥원,0.4289436638355255,0.5238103866577148,0.0,0.0,0.041008975356817245,0.0,0.0
136,현대씨앤알(주),0.0,0.08100063353776932,0.465701162815094,0.0,0.4515485465526581,0.0,0.0
137,퍼솔켈리코리아(유),0.0,0.0,0.0,0.0,0.814276933670044,0.0,0.18227429687976837
138,(주)컨벤션법인이오컨벡스,0.4880608916282654,0.0,0.0,0.0,0.04951857030391693,0.0,0.45846161246299744
139,(주)신한서브,0.0,0.6806734204292297,0.20868586003780365,0.0,0.10762150585651398,0.0,0.0
140,에이블현대호텔앤리조트(주),0.0,0.0,0.0,0.16802974045276642,0.7233819365501404,0.0,0.1052914410829544
141,아모제푸드(주),0.0,0.0,0.0,0.0,0.0,0.0,0.9760884046554565
142,원앤원(주),0.0,0.0,0.0,0.014560377225279808,0.0,0.19320403039455414,0.7893797755241394
143,(주)쥬비스다이어트,0.0,0.015741828829050064,0.3424050211906433,0.0,0.0,0.0,0.6392683982849121
144,(주)하이텔레서비스,0.0,0.0,0.0,0.029558781534433365,0.9673903584480286,0.0,0.0
145,(주)유니원커뮤니케이션즈,0.0,0.0,0.15056180953979492,0.0,0.44004255533218384,0.0,0.4042718708515167
146,(재)서울경제진흥원,0.6292858123779297,0.0,0.3276190161705017,0.0,0.03992558270692825,0.0,0.0
147,한양대학교 산학협력단,0.0,0.787103533744812,0.0,0.0,0.0757276639342308,0.13455981016159058,0.0
148,국립현대미술관,0.0,0.12793613970279694,0.867524266242981,0.0,0.0,0.0,0.0
149,(주)에프엠커뮤니케이션즈,0.5248609185218811,0.0,0.0,0.0,0.0,0.0,0.4716048538684845
150,(주)신화푸드,0.0,0.0,0.8929460644721985,0.0,0.0,0.0,0.10280825197696686
151,(주)제이앤비컨설팅,0.0,0.9861196875572205,0.0,0.0,0.0,0.0,0.0
152,아라마크(주),0.0,0.5048971772193909,0.12928995490074158,0.28367480635643005,0.07668659836053848,0.0,0.0
153,죠스푸드(주),0.0,0.0,0.44374793767929077,0.0,0.055797118693590164,0.3791336417198181,0.1186484545469284
154,이즈피엠피(주),0.0,0.49491631984710693,0.014720616862177849,0.0,0.0,0.0,0.48591434955596924
